,CS textfield,BB textfield,Stack,Head angle,Head tube length textfield,Seat stay junction0,Seat tube length,Seat angle,DT Length,BB diameter,ttd,Head tube diameter,dtd,csd,ssd,Seat tube diameter,BB length,Chain stay position on BB,SSTopZOFFSET,MATERIAL,Head tube upper extension2,Seat tube extension2,Head tube lower extension2,SEATSTAYbrdgshift,CHAINSTAYbrdgshift,SEATSTAYbrdgdia1,CHAINSTAYbrdgdia1,SEATSTAYbrdgCheck,CHAINSTAYbrdgCheck,Dropout spacing,Wall thickness Bottom Bracket,Wall thickness Top tube,Wall thickness Head tube,Wall thickness Down tube,Wall thickness Chain stay,Wall thickness Seat stay,Wall thickness Seat tube
1768,405.0,70.0,565.6,73.0,115.0,45.0,649.2,74.0,654.8576227572597,40.0,26.1,37.0,36.5,23.35,13.0,26.8,68.0,15.0,9.0,STEEL,29.3,33.2,41.0,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1769,410.0,70.0,565.6,73.0,180.0,155.0,680.0,73.5,675.3565021369402,40.0,41.1,56.0,64.5,23.35,13.0,34.8,68.0,15.0,9.0,CARBON,44.0,135.0,53.3,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1770,414.29,37.0,565.6,68.0,146.6,45.0,538.6,75.0,664.129866923239,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,38.8,72.6,43.1,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1771,370.0,-15.0,565.6,70.0,180.0,45.0,530.0,73.0,577.7525993877288,38.1,25.4,31.8,34.0,20.0,12.425,31.8,68.0,5.0,30.0,STEEL,28.0,30.0,35.0,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1772,460.0,75.0,565.6,72.0,171.4,45.0,578.3,73.0,670.732972144168,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,TITANIUM,35.3,48.3,49.8,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1773,400.0,70.0,565.6,72.0,111.9,160.0,495.3,76.0,639.1619216493934,40.0,22.700000000000003,45.0,65.0,30.0,16.5,31.8,68.0,15.0,9.0,CARBON,22.0,5.3,50.0,330.0,350.0,16.0,18.0,False,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1774,445.0,20.0,565.6,69.5,138.3,45.0,470.0,74.0,713.281007798819,40.0,28.6,49.0,45.0,23.35,13.0,31.8,100.0,15.0,9.0,TITANIUM,30.0,70.0,45.0,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1775,380.0,20.0,565.6,71.5,100.0,45.0,314.7,74.0,590.8108214184471,50.0,27.700000000000003,40.0,40.0,23.35,13.0,30.0,80.0,15.0,9.0,STEEL,17.3,39.7,40.6,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1776,405.0,70.0,565.6,69.5,100.0,55.0,400.0,70.0,593.8049186895078,40.0,24.700000000000003,37.0,36.5,16.0,14.5,24.0,68.0,15.0,9.0,STEEL,13.1,174.3,31.2,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1777,400.0,75.0,565.6,71.0,134.1,55.0,670.0,73.5,624.3908615808808,40.0,40.0,56.0,77.5,52.5,16.5,60.0,68.0,15.0,9.0,CARBON,90.0,50.0,40.0,330.0,350.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1778,430.0,59.0,565.6,73.0,100.0,45.0,510.0,74.0,684.5839256051772,40.0,26.700000000000003,36.0,36.5,23.35,13.0,30.0,68.0,15.0,9.0,OTHER,35.8,41.5,38.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1779,379.0,-3.0,565.6,69.0,115.0,45.0,342.7,69.5,584.4273606446621,40.0,28.6,45.0,36.5,24.85,16.5,31.8,68.0,15.0,9.0,ALUMINIUM,25.0,31.7,48.1,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1780,480.0,0.0,565.6,73.0,152.7,45.0,489.8,90.0,608.1238194347618,60.0,42.7,45.0,36.5,30.0,13.0,60.0,68.0,15.0,9.0,ALUMINIUM,83.2,64.8,95.3,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1781,400.0,70.0,565.6,73.5,115.0,65.0,632.8,74.5,638.8735547235755,40.0,31.200000000000003,37.0,36.5,26.0,14.0,34.0,68.0,15.0,9.0,ALUMINIUM,38.6,42.8,58.3,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1782,410.0,15.0,565.6,70.171,126.4,30.0,379.9,71.0,627.6217524741409,41.0,31.200000000000003,45.0,36.5,20.0,14.0,37.0,68.0,15.0,7.0,ALUMINIUM,34.9,19.2,74.8,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1783,375.0,5.5,565.6,73.0,187.3,60.0,608.4,74.0,599.2495764828615,38.1,25.200000000000003,31.8,34.0,20.75,12.425,31.8,68.0,5.0,30.0,STEEL,27.8,38.4,42.5,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1784,369.83,30.0,565.6,75.0,99.3,45.0,560.0,76.0,596.8070852000518,60.0,30.200000000000003,50.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,CARBON,36.0,40.7,37.5,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1785,379.0,-3.0,565.6,69.0,115.0,45.0,342.7,69.5,584.4273606446621,40.0,28.6,45.0,36.5,24.85,16.5,31.8,68.0,15.0,9.0,ALUMINIUM,25.0,31.7,48.1,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1786,380.0,50.0,565.6,73.0,130.0,270.0,705.0,74.0,612.1793349702393,40.0,27.700000000000003,45.0,36.5,23.35,21.0,31.8,68.0,15.0,9.0,ALUMINIUM,32.2,125.0,36.6,330.0,350.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1787,390.0,39.3,565.6,72.0,100.0,360.0,600.0,67.5,629.666055075417,38.1,27.0,31.8,34.0,21.5,11.925,28.6,68.0,5.0,30.0,STEEL,20.0,360.0,38.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1788,450.0,75.0,565.6,72.0,136.4,55.0,548.9,73.0,717.5424947038373,40.0,28.6,45.0,36.5,23.35,16.0,31.8,68.0,15.0,9.0,STEEL,29.2,48.9,47.0,370.0,350.0,16.0,18.0,True,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1789,460.0,-70.0,565.6,60.0,700.0,55.0,105.0,77.6,440.2441827713636,40.0,28.6,30.0,36.5,29.5,19.5,30.0,68.0,15.0,9.0,STEEL,5.0,60.0,0.0,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1790,470.0,25.0,565.6,71.5,104.5,55.0,440.0,69.0,630.5869265639316,38.1,25.4,31.8,34.0,18.75,11.425,25.4,68.0,5.0,30.0,STEEL,28.0,20.0,25.0,330.0,350.0,16.0,18.0,False,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1791,470.0,25.0,565.6,71.5,104.5,55.0,440.0,69.0,630.5869265639316,38.1,25.4,31.8,34.0,18.75,11.425,25.4,68.0,5.0,30.0,STEEL,28.0,20.0,25.0,330.0,350.0,16.0,18.0,False,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1792,403.49,30.0,565.6,73.5,160.0,170.0,586.0,75.0,608.2919798063924,40.0,33.5,45.0,36.5,24.5,15.0,31.8,68.0,15.0,9.0,CARBON,34.0,53.0,32.0,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1793,470.0,25.0,565.6,71.5,104.5,170.0,440.0,69.0,630.5869265639316,38.1,25.4,31.8,34.0,18.75,11.425,25.4,68.0,5.0,30.0,STEEL,28.0,20.0,25.0,330.0,350.0,16.0,18.0,False,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1794,383.0,60.0,565.6,73.0,145.0,195.0,645.0,74.5,626.7988300414747,40.0,29.700000000000003,43.0,36.5,31.5,14.0,40.0,68.0,15.0,9.0,STEEL,35.0,165.0,65.0,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1795,384.0,60.0,565.6,78.0,155.0,75.0,570.3,78.0,651.7510336687166,40.0,28.6,45.0,36.5,23.35,13.0,27.0,70.0,15.0,9.0,TITANIUM,25.3,50.3,46.7,330.0,350.0,16.0,18.0,True,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1796,405.0,67.0,565.6,73.0,155.4,45.0,607.9,73.5,666.1931210174419,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,ALUMINIUM,38.5,46.9,48.3,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1797,343.0,30.0,565.6,75.0,90.9,45.0,570.0,76.0,601.2527834528113,60.0,28.6,45.0,36.5,23.35,16.5,33.0,68.0,15.0,9.0,CARBON,39.3,39.6,40.3,330.0,350.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1798,425.0,72.0,565.6,74.0,182.2,50.0,630.5,74.0,672.5248782105324,40.0,27.0,32.0,36.5,23.35,13.0,28.6,68.0,15.0,9.0,STEEL,33.0,30.0,41.4,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1799,370.0,70.0,565.6,85.0,85.0,50.0,615.0,85.5,644.5244546902727,60.0,28.6,35.0,36.5,23.35,11.0,31.8,68.0,15.0,9.0,ALUMINIUM,10.0,49.0,38.9,330.0,350.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1800,379.0,-3.0,565.6,69.0,136.5,45.0,343.3,69.5,565.5699771811783,40.0,28.6,45.0,36.5,24.85,16.5,31.8,68.0,15.0,9.0,ALUMINIUM,24.2,32.3,48.4,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1801,390.0,58.0,565.6,73.0,115.0,90.0,460.0,88.0,593.1823750611496,40.0,40.0,36.0,70.0,35.0,21.5,40.0,60.0,15.0,0.0,CARBON,40.0,20.0,40.0,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1802,405.0,60.0,565.6,73.0,113.5,45.0,560.0,75.0,652.9406221617194,40.0,38.35,45.0,38.4,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,39.9,31.3,40.4,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1803,410.0,70.0,565.6,72.0,112.1,45.0,534.1,74.0,613.7010403605435,40.0,25.4,31.8,36.5,23.35,13.0,28.6,68.0,15.0,9.0,STEEL,27.1,44.1,34.3,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1804,400.5,70.0,565.6,73.0,118.5,45.0,576.7,73.5,637.9796546652984,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,ALUMINIUM,28.5,46.7,39.2,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1805,440.0,50.0,565.6,69.0,166.9,30.0,550.0,69.0,627.1113957139585,38.1,23.799999999999997,31.8,34.0,18.0,13.425,25.4,68.0,5.0,30.0,STEEL,28.0,30.0,38.9,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1806,475.0,90.0,565.6,69.0,126.6,25.0,521.7,70.0,718.4203080027702,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,31.3,91.7,50.2,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1807,450.0,-40.0,565.6,75.0,314.0,40.0,602.2,76.0,631.5711663785917,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,53.0,82.2,55.1,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1808,400.5,70.0,565.6,73.0,108.4,45.0,566.7,73.5,637.647875020296,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,ALUMINIUM,28.5,46.7,39.3,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1809,1500.0,50.0,565.6,50.0,145.0,45.0,511.0,50.0,599.6730883972128,40.0,30.700000000000003,50.0,36.5,23.35,13.0,36.0,100.0,15.0,9.0,STEEL,46.1,45.0,33.9,330.0,350.0,16.0,18.0,False,False,170.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1810,390.0,58.0,565.6,73.0,66.0,60.0,420.0,88.0,595.0424780299168,40.0,40.0,36.0,70.0,35.0,21.5,40.0,60.0,15.0,0.0,CARBON,35.0,20.0,40.0,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1811,410.0,68.0,565.6,72.5,120.0,45.0,500.0,74.0,640.7533914494345,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,CARBON,35.2,63.6,46.5,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1812,410.0,70.0,565.6,73.0,129.0,45.0,586.7,73.7,642.6164550239516,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,ALUMINIUM,28.5,46.7,38.8,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1813,378.15,35.0,565.6,77.0,180.0,40.0,580.0,77.0,625.9851204788873,40.0,28.6,40.0,36.5,25.0,13.0,30.0,68.0,15.0,9.0,STEEL,31.7,32.5,47.2,330.0,350.0,16.0,18.0,True,True,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1814,425.0,55.0,565.6,72.0,172.2,50.0,610.0,72.5,651.6464231981842,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,39.0,46.5,47.0,330.0,300.0,16.0,18.0,True,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1815,380.0,50.0,565.6,75.0,125.8,70.0,540.0,75.5,628.8914610076722,40.0,37.0,50.0,36.5,27.5,15.5,31.8,68.0,15.0,9.0,ALUMINIUM,40.0,45.0,45.0,330.0,350.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1816,367.5,20.0,565.6,74.0,107.4,70.0,560.0,75.0,583.1406021900098,60.0,32.7,50.0,36.5,30.0,21.5,31.8,68.0,15.0,9.0,CARBON,37.3,73.9,36.4,330.0,350.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1817,454.0,63.0,565.6,71.0,121.0,55.0,500.0,73.5,697.1280942812886,41.0,31.75,50.0,36.5,27.0,14.0,31.8,73.0,15.0,8.0,TITANIUM,22.5,55.8,55.6,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1818,435.0,69.0,565.6,71.25,144.1,55.0,590.0,73.5,682.9715945700563,41.0,36.55,50.0,39.5,27.0,13.5,31.8,73.0,15.0,8.0,TITANIUM,35.0,40.0,60.0,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1819,375.0,30.0,565.6,75.0,91.8,45.0,560.0,75.0,602.6754491582005,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,27.5,152.2,35.9,330.0,350.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1820,385.0,50.0,565.6,74.5,245.6,45.0,555.6,75.5,592.9115646484979,40.0,26.700000000000003,31.0,36.5,23.35,13.0,30.0,68.0,15.0,9.0,STEEL,23.8,15.6,26.9,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1821,445.0,70.0,565.6,72.5,175.0,45.0,641.7,73.5,695.3415206256799,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,38.0,46.7,46.1,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1822,405.0,70.0,565.6,75.0,145.0,45.0,459.5,75.0,684.3116307783149,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,26.6,79.5,55.2,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1823,370.0,-32.5,565.6,72.0,120.0,45.0,602.1,73.0,549.5075739110946,38.1,23.700000000000003,31.8,34.0,23.0,12.425,31.8,68.0,5.0,30.0,STEEL,15.5,62.1,40.5,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1824,425.0,55.0,565.6,72.0,171.1,50.0,580.0,72.5,651.6464231981842,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,37.5,47.1,47.0,330.0,300.0,16.0,18.0,True,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1825,470.0,60.0,565.6,67.5,150.0,125.0,560.0,67.5,647.7836215008404,40.0,25.4,50.8,36.5,25.4,25.4,25.4,68.0,25.4,12.7,ALUMINIUM,52.9,40.0,50.0,330.0,300.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1826,388.3,70.7,565.6,73.095,201.1,45.0,515.1,78.595,686.749849604202,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,31.7,51.7,47.4,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1827,405.0,70.0,565.6,73.0,146.0,45.0,586.9,73.0,643.7133974406378,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,37.7,46.9,50.7,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1828,403.0,70.0,565.6,72.0,147.9,45.0,578.1,73.5,653.323745664998,40.0,30.200000000000003,35.0,36.5,23.35,13.0,35.0,68.0,15.0,9.0,STEEL,41.1,28.1,43.4,330.0,350.0,16.0,18.0,True,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1829,470.0,25.0,565.6,71.5,104.5,45.0,440.0,69.0,630.5869265639316,38.1,25.4,31.8,34.0,18.75,11.425,25.4,68.0,5.0,30.0,STEEL,28.0,20.0,25.0,330.0,350.0,16.0,18.0,False,True,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1830,405.0,70.0,565.6,73.5,140.3,45.0,550.0,74.0,633.517996334958,40.0,28.549999999999997,36.0,36.5,23.35,13.0,31.7,68.0,15.0,9.0,STEEL,20.0,28.5,47.0,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1831,390.0,47.0,565.6,75.0,100.7,80.0,571.1,75.0,622.6536634506552,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,ALUMINIUM,30.1,31.1,41.3,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1832,390.0,47.0,565.6,75.0,100.7,80.0,571.1,75.0,622.6536634506552,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,ALUMINIUM,30.1,31.1,41.3,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1833,425.0,68.0,565.6,72.0,106.2,45.0,494.4,73.0,649.0757415470739,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,TITANIUM,30.1,48.4,43.8,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1834,365.0,35.0,565.6,77.0,154.5,140.0,646.4,77.0,624.8453516647138,40.0,27.0,31.8,35.0,21.5,11.8,28.6,68.0,15.0,9.0,STEEL,23.3,111.4,35.0,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1835,365.0,40.0,565.6,77.0,148.4,150.0,666.0,77.0,619.7705685420725,40.0,27.0,31.8,35.0,21.5,11.8,31.7,68.0,15.0,9.0,STEEL,23.3,131.0,35.8,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1836,408.0,69.0,565.6,73.0,154.5,45.0,577.8,73.5,642.9663295051668,40.0,28.6,45.0,36.5,23.35,15.0,27.2,68.0,15.0,9.0,ALUMINIUM,28.3,37.8,34.3,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1837,460.0,48.10000000000019,565.6,70.0,149.5,51.97,580.0,72.0,644.6670767749393,40.0,27.0,36.045,31.8,17.6,12.75,28.6,68.0,15.0,9.0,STEEL,43.0,40.0,32.8,330.0,350.0,15.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1838,460.0,48.10000000000201,565.6,70.0,149.5,51.97,580.0,72.0,644.6670767749407,40.0,27.0,36.045,31.8,17.6,12.75,28.6,68.0,15.0,9.0,STEEL,43.0,40.0,32.8,330.0,350.0,15.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1839,510.0,43.0,565.6,65.5,152.3,45.0,597.9,65.5,646.2843235142429,40.0,28.6,32.0,28.0,22.0,17.0,28.0,68.0,15.0,9.0,STEEL,39.8,45.9,34.7,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1840,405.0,70.0,565.6,71.5,200.0,45.0,646.8,74.0,676.137401289897,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,39.3,46.8,46.3,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1841,375.0,68.0,565.6,74.0,166.5,28.0,602.8,73.0,667.4637330719843,40.0,26.700000000000003,45.0,36.5,23.35,11.5,12.0,68.0,15.0,9.0,STEEL,36.0,22.8,49.4,330.0,350.0,16.0,18.0,True,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1842,369.77,40.0,565.6,74.0,130.0,155.0,590.0,76.0,614.0811732882122,40.0,37.0,50.0,36.5,27.5,15.5,31.8,68.0,15.0,9.0,ALUMINIUM,40.0,35.0,40.0,330.0,350.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1843,405.0,70.0,565.6,73.0,145.0,250.0,481.6,74.0,646.4941602522626,40.0,58.6,45.0,36.5,23.35,20.5,35.0,68.0,15.0,9.0,STEEL,55.5,311.6,36.7,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1844,420.0,65.0,565.6,70.0,130.0,50.0,483.3,72.0,659.8435296528517,40.0,27.0,36.0,36.5,23.35,13.0,28.6,68.0,15.0,9.0,STEEL,46.3,43.3,45.2,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1845,345.0,0.0,565.6,73.0,105.0,45.0,248.6,74.0,605.9651665233453,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,14.8,42.6,49.4,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1846,390.3,57.11211764337003,565.6,73.0,120.1,37.0,601.8,74.38742049908214,670.4902313559189,45.0,36.0,35.0,34.5,18.0,15.0,29.0,170.0,15.0,9.0,STEEL,33.9,21.8,38.4,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1847,405.0,70.0,565.6,73.0,145.2,45.0,596.8,74.0,662.6517572137415,40.0,30.0,30.0,30.0,23.35,13.0,30.0,68.0,15.0,9.0,ALUMINIUM,38.4,46.8,49.0,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1848,405.0,70.0,565.6,73.0,145.0,45.0,515.0,74.0,653.6386402787729,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,ALUMINIUM,34.0,49.0,49.9,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1849,425.0,35.5,565.6,68.5,112.0,45.0,450.0,72.0,607.085834460135,40.0,28.6,40.0,36.5,25.85,13.0,30.0,68.0,15.0,9.0,STEEL,30.0,40.0,32.2,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1850,419.0,40.0,565.6,71.0,110.2,45.0,457.0,73.0,697.395111309481,40.0,28.200000000000003,45.0,36.5,20.5,13.0,31.0,68.0,15.0,9.0,STEEL,34.4,90.0,46.9,330.0,300.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1851,430.0,50.0,565.6,70.0,130.0,100.0,483.0,73.0,728.3425698975152,40.0,34.85,50.0,36.3,24.35,19.0,28.0,68.0,15.0,9.0,STEEL,30.0,60.0,45.0,330.0,350.0,16.0,18.0,False,False,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1852,400.0,70.0,565.6,73.2,93.6,45.0,547.1,74.0,632.6701876251072,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,STEEL,25.6,47.1,40.9,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1853,420.0,71.0,565.6,72.5,190.5,50.0,635.0,72.0,661.8244652456452,40.0,27.0,32.0,36.5,23.35,13.0,28.6,68.0,15.0,9.0,STEEL,33.0,30.0,41.4,330.0,300.0,16.0,18.0,False,False,120.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1854,375.0,40.0,565.6,72.0,100.0,45.0,593.8,76.0,618.0109375138143,40.0,28.6,45.0,36.5,23.35,13.0,31.8,68.0,15.0,9.0,CARBON,49.0,43.8,58.3,330.0,350.0,16.0,18.0,False,False,130.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
1855,420.0,51.3,565.6,69.0,127.3,65.0,457.0,73.5,693.3345946471019,55.0,48.5,50.0,57.5,27.0,18.5,45.0,68.0,15.0,9.0,BAMBOO,35.6,49.1,56.8,330.0,350.0,16.0,18.0,True,True,135.0,2.0,0.9,1.1,0.9,1.2,1.0,0.9
